file,lhs,op,rhs,beta,se,z,pval,level,sub_membership
FisherData24,positive,~,enthusiastic,0.719669146682124,0.0585575059509352,12.2899555743567,0,group,1
FisherData24,accepted,~,positive,0.312516605512568,0.0709489198589719,4.40481132248059,1.05875988594129E-05,ind,1
FisherData24,enthusiastic,~,content,0.339716601913736,0.0772880681375942,4.39545986980741,1.1053848486986E-05,ind,1
FisherData24,positive,~,enthusiasticlag,-0.325356878873422,0.0905014518313233,-3.59504596102859,0.000324334313411168,ind,1
FisherData24,accepted,~,content,-0.224697037984553,0.0665789820487118,-3.37489446474498,0.00073844002961243,ind,1
FisherData24,accepted,~,energetic,0.180615595106448,0.0695797335492652,2.59580751309669,0.0094368915564309,ind,1
FisherData25,energetic,~,energeticlag,0.522510995929677,0.0719819756198656,7.25891435224062,3.9013237085328E-13,group,1
FisherData25,enthusiastic,~,enthusiasticlag,0.531687816440388,0.0830642298305685,6.40092392989024,1.54439572241927E-10,group,1
FisherData25,content,~,contentlag,0.229691853872279,0.0693080423436338,3.31407216399869,0.000919477733770213,group,1
FisherData25,positive,~,positivelag,0.331319811590818,0.0665615083434478,4.97764879187016,6.43613024875478E-07,group,1
FisherData25,accepted,~,acceptedlag,0.401040688643774,0.0830898557227102,4.82659026370365,1.38890459044916E-06,group,1
FisherData25,enthusiastic,~,energetic,0.587995579531559,0.0718490560937077,8.18376206313243,2.22044604925031E-16,group,1
FisherData25,content,~,positive,0.645656450731473,0.0567852730063365,11.3701390615737,0,group,1
FisherData25,positive,~,enthusiastic,0.508277099642159,0.059955147456584,8.47762237613082,0,group,1
FisherData25,positive,~,accepted,0.323154760354839,0.0633894953607295,5.09792290529949,3.43400610169908E-07,ind,1
FisherData25,enthusiastic,~,energeticlag,-0.284727130956422,0.0933638002360917,-3.04965233030816,0.00229106414464897,ind,1
FisherData26,energetic,~,energeticlag,0.349964744099104,0.0736402325908319,4.75235794057872,2.01058028026502E-06,group,2
FisherData26,enthusiastic,~,enthusiasticlag,0.532124673423694,0.0671055771840649,7.92966390802542,2.22044604925031E-15,group,2
FisherData26,content,~,contentlag,0.301653176285059,0.0553564822578976,5.4492836968885,5.05730881616984E-08,group,2
FisherData26,positive,~,positivelag,0.474947967986781,0.0706463986711568,6.72289001167006,1.7815526831555E-11,group,2
FisherData26,accepted,~,acceptedlag,0.244290092745138,0.0755435765892752,3.2337639250697,0.00122170396163845,group,2
FisherData26,enthusiastic,~,energetic,0.519342449128661,0.0589888614852664,8.80407649939771,0,group,2
FisherData26,content,~,positive,0.312352693321285,0.064419447939972,4.84873284869414,1.24252622235588E-06,group,2
FisherData26,positive,~,enthusiastic,0.587759424703489,0.0611291464454899,9.61504386827332,0,group,2
FisherData26,content,~,enthusiastic,0.276128895760809,0.0666144779759075,4.14517840792323,3.39549237104997E-05,ind,2
FisherData26,content,~,accepted,0.221200613888683,0.0593363625057514,3.72790991135061,0.000193074366239721,ind,2
FisherData26,positive,~,enthusiasticlag,-0.292388132345581,0.0804098209899813,-3.6362241420984,0.00027666362125367,ind,2
FisherData26,enthusiastic,~,energeticlag,-0.2726183910666,0.0751470011023093,-3.62780133694813,0.000285845066439361,ind,2
FisherData26,accepted,~,enthusiasticlag,-0.213043252802939,0.0792265279111725,-2.68903937127977,0.00716579670866246,ind,2
FisherData26,accepted,~,positive,0.451949854732748,0.0666931993365241,6.77655082120556,1.23079324509945E-11,sub,2
FisherData27,energetic,~,energeticlag,0.549820768724939,0.0564748108262024,9.73568146012878,0,group,2
FisherData27,enthusiastic,~,enthusiasticlag,0.446991921696141,0.0609154319691401,7.33790941386721,2.16937579011756E-13,group,2
FisherData27,content,~,contentlag,0.203134885567559,0.0676866812442077,3.00110570992047,0.00269001162484317,group,2
FisherData27,positive,~,positivelag,0.520562232049531,0.070831307613832,7.34932404308565,1.99174010617753E-13,group,2
FisherData27,accepted,~,acceptedlag,0.440866334949492,0.0853215003345762,5.16711887649299,2.37730070740128E-07,group,2
FisherData27,enthusiastic,~,energetic,0.300118462644907,0.0653572102759143,4.59197174080589,4.39077833558343E-06,group,2
FisherData27,content,~,positive,0.340978136415176,0.0782852622273339,4.35558528787966,1.32711829958776E-05,group,2
FisherData27,positive,~,enthusiastic,0.418521289323491,0.0754356156910921,5.54805956694686,2.88857471275605E-08,group,2
FisherData27,energetic,~,accepted,0.333793771385312,0.0631917834140853,5.28223375494907,1.2761822087981E-07,ind,2
FisherData27,content,~,enthusiastic,0.428977472116787,0.074886206917266,5.7283909784711,1.01387678252962E-08,ind,2
FisherData27,enthusiastic,~,accepted,0.284094041275752,0.059474972046237,4.77669902988591,1.7819617392778E-06,ind,2
FisherData27,accepted,~,positive,0.159628070320343,0.0956075962930983,1.66961702322252,0.0949951601560914,sub,2
FisherData28,energetic,~,energeticlag,0.577228715458503,0.0630073470991442,9.16129216724859,0,group,2
FisherData28,enthusiastic,~,enthusiasticlag,0.529071993608193,0.0615771556548854,8.59201741264932,0,group,2
FisherData28,content,~,contentlag,0.240797717580429,0.0687919745065555,3.50037514270625,0.000464603826652921,group,2
FisherData28,positive,~,positivelag,0.313961885163962,0.0594583373915974,5.28036771523199,1.28924878994852E-07,group,2
FisherData28,accepted,~,acceptedlag,0.379021873580985,0.059918105694045,6.3256651589814,2.52144083390249E-10,group,2
FisherData28,enthusiastic,~,energetic,0.375334325777281,0.0663246788083422,5.65904475560118,1.52217858317982E-08,group,2
FisherData28,content,~,positive,0.209123884835666,0.0961680804405253,2.17456648690204,0.0296626179946409,group,2
FisherData28,positive,~,enthusiastic,0.627760267551271,0.0522736971731452,12.0091040331804,0,group,2
FisherData28,content,~,enthusiastic,0.45858413485684,0.0920100012432195,4.98406834757689,6.22610703882032E-07,ind,2
FisherData28,accepted,~,positive,0.597120357672205,0.0553501221889774,10.7880585273779,0,sub,2
FisherData29,energetic,~,energeticlag,0.515216390839967,0.071684968712332,7.18723046260232,6.61248833466743E-13,group,2
FisherData29,enthusiastic,~,enthusiasticlag,0.599176638051388,0.0822122346358126,7.28816873432095,3.14193115968919E-13,group,2
FisherData29,content,~,contentlag,0.095630073801925,0.0564801872115398,1.69316141683019,0.0904247464821226,group,2
FisherData29,positive,~,positivelag,0.347063027053518,0.0622100956576846,5.57888592493502,2.42063915578683E-08,group,2
FisherData29,accepted,~,acceptedlag,0.411937315051559,0.0769137000114819,5.35583797151956,8.5160799523365E-08,group,2
FisherData29,enthusiastic,~,energetic,0.725209050500075,0.0537313102618151,13.4969545124876,0,group,2
FisherData29,content,~,positive,0.823475691884355,0.042128600634653,19.5467136216009,0,group,2
FisherData29,positive,~,enthusiastic,0.628908344001777,0.0543580709642148,11.5697325686153,0,group,2
FisherData29,enthusiastic,~,energeticlag,-0.41604823211067,0.0872892854358004,-4.76631501831534,1.87625829184412E-06,ind,2
FisherData29,accepted,~,positive,0.383933348072534,0.0762757887354376,5.03348905908015,4.81632316695624E-07,sub,2
FisherData3,energetic,~,energeticlag,0.310134200874461,0.0809578925094643,3.83080872366095,0.00012772276809847,group,1
FisherData3,enthusiastic,~,enthusiasticlag,0.327066331229168,0.0679698447894653,4.81193288350513,1.49477555821953E-06,group,1
FisherData3,content,~,contentlag,0.485359302658988,0.0745168279235122,6.51341872948732,7.3459460736558E-11,group,1
FisherData3,positive,~,positivelag,0.178217242289723,0.089879681728196,1.98284238287211,0.0473850381718721,group,1
